location;region;n;e
Bajki;Podlaskie;53.3000;22.7500
Bajki Stare;Podlaskie;53.3000;22.7333
Bajki-Zalesie;Podlaskie;53.3000;22.7500
Bajory Małe;Warmińsko-Mazurskie;54.3000;21.5333
Bajory Wielkie;Warmińsko-Mazurskie;54.3167;21.5167
Bajtkowo;Podlaskie;53.7500;22.2667
Bakałarzewo;Podlaskie;54.0878;22.6431
Bakaniuk;Podlaskie;54.0333;22.8500
Baki;Dolnośląskie;50.9833;16.8833
Bakończyce;Podkarpackie;49.7833;22.8167
Bakuła;Mazowieckie;53.2167;21.2667
Balbinów;Podkarpackie;50.8167;21.5000
Balcarzowice;Opolskie;50.4667;18.3667
Balcerów;Kujawsko-Pomorskie;51.9167;20.1500
Balcery;Mazowieckie;52.4167;21.5000
Balczewo;Kujawsko-Pomorskie;52.7833;18.3667
Baldram;Warmińsko-Mazurskie;53.7667;18.9500
Baldwinowice;Dolnośląskie;50.6333;16.8833
Bale;Mazowieckie;52.2500;22.1333
Balewko;Warmińsko-Mazurskie;53.8833;19.2500
Balewo;Warmińsko-Mazurskie;54.0667;19.4167
Balewo;Warmińsko-Mazurskie;53.8667;19.2500
Balice;Świętokrzyskie;50.5333;20.8333
Balice;Małopolskie;50.0833;19.8000
Baligród;Podkarpackie;49.3333;22.2833
Baliki;Podlaskie;53.2667;21.9000
Balin;Kujawsko-Pomorskie;53.0500;19.3833
Balin;Kujawsko-Pomorskie;51.9333;18.8167
Balin;Śląskie;50.1833;19.3833
Balin Duży;Śląskie;50.1667;19.3833
Balin Mały;Śląskie;50.1500;19.3667
Balinka;Podlaskie;53.7833;23.1667
Balków;Mazowieckie;52.0833;19.4000
Balnica;Podkarpackie;49.2167;22.2000
Bałaje;Podkarpackie;50.2000;23.1500
Bałamutowo;Podlaskie;53.9000;22.2500
Bałąg;Warmińsko-Mazurskie;53.8333;20.2333
Bałcyny;Warmińsko-Mazurskie;53.6000;19.8500
Bałdoń;Wielkopolskie;51.6667;18.1667
Bałdowice;Wielkopolskie;51.3167;17.7833
Bałdowo;Pomorskie;54.0667;18.8000
Bałdowo;Kujawsko-Pomorskie;52.8000;19.2833
Bałdrzychowska Góra;Kujawsko-Pomorskie;51.8500;18.9833
Bałdrzychów;Kujawsko-Pomorskie;51.8667;18.9167
Bałdzki Piec;Warmińsko-Mazurskie;53.6167;20.6500
Bałków;Śląskie;50.7333;19.9167
Bałoszyce;Warmińsko-Mazurskie;53.6833;19.2833
Bałtów;Lubelskie;51.5000;22.0333
Bałtów;Świętokrzyskie;51.0167;21.5500
Bałucianka;Podkarpackie;49.5333;21.8000
Bałucz;Kujawsko-Pomorskie;51.6333;19.0667
Bałupiany;Podlaskie;54.3333;22.2500
Bałuty;Kujawsko-Pomorskie;51.8000;19.4667
Banachowizna;Mazowieckie;52.3667;21.3833
Banachy;Podkarpackie;50.5000;22.5500
Banachy;Lubelskie;50.3667;23.2500
Bandrów Kolonia;Podkarpackie;49.3833;22.7333
Bandrów Narodowy;Podkarpackie;49.4000;22.7000
Bandysie;Mazowieckie;53.3167;21.2167
Bania;Podkarpackie;50.7000;22.1667
Banica;Małopolskie;49.5500;21.3167
Banica;Małopolskie;49.4667;21.0667
Banie;Zachodniopomorskie;53.1000;14.6500
Banie Mazurskie;Podlaskie;54.2383;22.0392
Baniewice;Zachodniopomorskie;53.0667;14.6000
Banino;Pomorskie;54.4000;18.4167
Baniocha;Mazowieckie;52.0167;21.1667
Baniów;Kujawsko-Pomorskie;51.5667;19.6667
Banowice;Małopolskie;49.8500;20.0167
Bańgów;Śląskie;50.3333;19.0333
Bańki;Podlaskie;52.8167;23.1333
Bańkowszczyzna;Lubelskie;51.0500;23.3333
Bańska;Małopolskie;49.4000;20.0000
Bańska Niżna;Małopolskie;49.4000;20.0167
Bańska Wyżna;Małopolskie;49.4000;19.9833
Barak;Lubelskie;51.2833;22.4667
Barak;Mazowieckie;51.2000;20.8667
Baraki;Lubelskie;50.9667;23.3000
Baraki;Podkarpackie;50.9500;21.9000
Baraki;Podkarpackie;50.8000;22.0500
Baraki Nowe;Podkarpackie;50.8000;22.0333
Baraki Stare;Podkarpackie;50.8000;22.0500
Baran;Małopolskie;50.1333;20.1167
Baranica;Lubelskie;50.9667;22.9500
Baranki;Podlaskie;52.9500;23.1167
Baranowice;Małopolskie;52.7384;15.5602
Baranowice;Śląskie;50.0167;18.7167
Baranowiec;Małopolskie;49.5167;20.7833
Baranowo;Podlaskie;54.3167;22.9833
Baranowo;Podlaskie;53.8333;21.4500
Baranowo;Warmińsko-Mazurskie;53.3167;20.8333
Baranowo;Mazowieckie;53.1833;21.3000
Baranowo;Wielkopolskie;52.5000;17.5000
Baranów;Kujawsko-Pomorskie;52.1199;20.4729
Baranów;Lubelskie;51.5667;22.1500
Baranów;Mazowieckie;51.2333;21.7333
Baranów;Świętokrzyskie;51.0667;20.8333
Baranów;Świętokrzyskie;50.9167;21.4500
Baranów;Świętokrzyskie;50.4167;20.8000
Baranów;Świętokrzyskie;50.3000;20.3667
Baranów;Wielkopolskie;51.9000;17.7500
Baranów;Wielkopolskie;51.2667;18.0000
Baranów;Śląskie;50.8167;19.3500
Baranów Sandomierski;Podkarpackie;50.4833;21.5333
Baranówek;Świętokrzyskie;50.8333;20.6167
Baranówek;Podkarpackie;50.7833;21.2500
Baranówka;Lubelskie;51.4167;22.6667
Baranówka;Podkarpackie;50.3167;22.3833
Baranówka;Warmińsko-Mazurskie;54.3167;19.7333
Baranówka;Kujawsko-Pomorskie;51.9667;19.8833
Baranówko;Wielkopolskie;52.2167;16.9000
Barany;Podlaskie;54.1000;22.3500
Barany;Podlaskie;53.7833;22.3500
Barany;Podlaskie;53.5833;22.3000
Barany;Podkarpackie;50.6333;21.8000
Barany;Kujawsko-Pomorskie;52.8000;19.0833
Barańce;Mazowieckie;52.9500;20.8000
Barbarka;Wielkopolskie;52.2333;18.0333
Barbarka;Małopolskie;50.2667;19.9000
Barbarówka;Lubelskie;51.1333;23.7500
Barce;Podkarpackie;50.5167;22.1333
Barchaczów;Lubelskie;50.6833;23.3667
Barchlin;Wielkopolskie;52.0333;16.4167
Barchnowy;Pomorskie;53.9500;18.6000
Barchów;Mazowieckie;52.5167;21.6500
Barciany;Warmińsko-Mazurskie;54.2167;21.3500
Barcice;Mazowieckie;52.5333;21.2667
Barcice;Mazowieckie;51.9167;21.0000
Barcice;Małopolskie;49.5333;20.6500
Barcice;Warmińsko-Mazurskie;53.8833;18.9333
Barcie;Podlaskie;54.3000;22.6000
Barcik;Mazowieckie;52.3833;19.8500
Barcik Nowy;Mazowieckie;52.3833;19.8333
Barcik Stary;Mazowieckie;52.3833;19.8500
Barcikowice;Lubuskie;51.8500;15.5500
Barcikowiczki;Lubuskie;51.8500;15.4667
Barcikowo;Warmińsko-Mazurskie;53.9430;20.4308
Barcikowo;Mazowieckie;52.5167;19.8833
Barcin;Kujawsko-Pomorskie;52.8833;17.9500
Barcin;Kujawsko-Pomorskie;52.8667;17.9667
Barcinek;Dolnośląskie;50.9333;15.6000
Barcino;Pomorskie;54.2667;16.9500
Barciszewo;Warmińsko-Mazurskie;54.2842;20.6806
Barcza;Świętokrzyskie;50.9667;20.7167
Barcząca;Mazowieckie;52.1667;21.6333
Barczew;Kujawsko-Pomorskie;51.4833;18.7000
Barczewko;Warmińsko-Mazurskie;53.8500;20.6000
Barczewo;Warmińsko-Mazurskie;53.8305;20.6911
Barczkowice;Kujawsko-Pomorskie;51.2000;19.5167
Barczków;Małopolskie;50.1333;20.5500
Barczygłów;Wielkopolskie;52.1667;18.1833
Barczyzna;Wielkopolskie;52.3833;17.4500
Bardno;Opolskie;50.4833;17.4500
Bardo;Świętokrzyskie;50.7333;21.0500
Bardo;Wielkopolskie;52.2833;17.5000
Bardo;Dolnośląskie;50.5000;16.7333
Bardy;Zachodniopomorskie;54.1167;15.7000
Bardyny;Warmińsko-Mazurskie;54.1833;19.9500
Bardzice;Mazowieckie;51.3167;21.1667
Bardzinin;Mazowieckie;52.2667;19.1500
Bardzlino;Zachodniopomorskie;54.0667;16.1167
Bardzynin;Kujawsko-Pomorskie;51.1667;19.9000
Bardzynska Huta;Kujawsko-Pomorskie;51.9000;19.1667
Bargędzino;Pomorskie;54.7333;17.7167
Bargłów Dworny;Podlaskie;53.7833;22.8667
Bargłów Kościelny;Podlaskie;53.7667;22.8167
Bargłówka;Podlaskie;53.7500;22.8667
Bargłówka;Śląskie;50.2167;18.4667
Bargły;Śląskie;50.7167;19.1333
Bargowie;Mazowieckie;52.2667;19.9667
Bargów;Lubuskie;52.2500;14.9167
Barkocin;Pomorskie;54.1500;17.2000
Barkoczyn;Pomorskie;54.0833;18.1333
Barkowice;Kujawsko-Pomorskie;51.4000;19.8500
Barkowice Mokre;Kujawsko-Pomorskie;51.4167;19.8833
Barkowo;Podlaskie;54.3000;22.2000
Barkowo;Zachodniopomorskie;53.8333;15.2333
Barkowo;Pomorskie;53.6000;17.1833
Barlewice;Warmińsko-Mazurskie;53.9167;19.0833
Barlinek;Zachodniopomorskie;52.9833;15.2000
Barłogi;Lubelskie;51.4333;22.2167
Barłogi;Wielkopolskie;52.2167;18.7667
Barłogi;Wielkopolskie;52.1833;18.0833
Barłogi;Lubuskie;51.9333;15.0833
Barłomino;Pomorskie;54.5333;18.1000
Barłozna Wolsztyńska;Lubuskie;52.1667;16.1333
Barłożno;Pomorskie;53.7833;18.6167
Barnim;Zachodniopomorskie;53.2333;15.0000
Barnimie;Zachodniopomorskie;53.1667;15.8000
Barnisław;Zachodniopomorskie;53.3500;14.4000
Barnowiec;Pomorskie;53.9333;16.9833
Barnówko;Zachodniopomorskie;52.7833;14.7667
Barszcze;Podlaskie;53.7500;22.7667
Barszcze;Podlaskie;53.2000;21.7000
Barszczewo;Podlaskie;53.1167;23.0167
Barszczowa Góra;Podlaskie;53.9667;22.9833
Barszczówka;Podlaskie;53.0500;23.0167
Bartąg;Warmińsko-Mazurskie;53.7167;20.4667
Bartążek;Warmińsko-Mazurskie;53.7167;20.5000
Bartel Wielki;Pomorskie;53.9167;18.1500
Bartężek;Warmińsko-Mazurskie;53.8333;19.8833
Bartki;Warmińsko-Mazurskie;54.3000;20.1833
Bartki;Warmińsko-Mazurskie;53.2833;20.4000
BArtki-Mocarze;Podlaskie;53.3000;22.4333
Bartkowa;Małopolskie;49.7667;20.7500
Bartkowa Stajnia;Pomorskie;54.0833;17.7167
Bartkowa-Posadowa;Małopolskie;49.7667;20.7500
Bartkowice;Śląskie;50.9167;19.3833
Bartków;Mazowieckie;52.3333;22.5667
Bartków;Świętokrzyskie;50.9833;20.6500
Bartków;Wielkopolskie;51.5167;16.7833
Bartków Nowy;Mazowieckie;52.3333;22.5667
Bartków Stary;Mazowieckie;52.3333;22.5500
Bartkówka;Podkarpackie;49.8167;22.2667
Bartkówka;Wielkopolskie;52.0000;18.6167
Bartłomiejowice;Lubelskie;51.3167;22.1167
Bartłomiejowice;Kujawsko-Pomorskie;52.6500;18.7500
Bartłomiejów;Podkarpackie;50.7667;21.3833
Bartna Góra;Podlaskie;54.1500;22.7167
Bartne;Małopolskie;49.5667;21.3333
Bartniki;Warmińsko-Mazurskie;54.1000;20.7667
Bartniki;Podlaskie;53.7833;23.5167
Bartniki;Mazowieckie;53.0500;20.9333
Bartniki;Kujawsko-Pomorskie;52.0167;20.2500
Bartochów;Kujawsko-Pomorskie;51.6833;18.6333
Bartodzieje;Mazowieckie;52.7000;21.2000
Bartodzieje;Mazowieckie;51.7833;20.9333
Bartodzieje;Mazowieckie;51.5333;21.1833
Bartodzieje;Mazowieckie;51.3500;21.5000
Bartodzieje;Wielkopolskie;52.8500;17.1833
Bartodzieje;Kujawsko-Pomorskie;51.1667;19.7333
Bartodzieje;Kujawsko-Pomorskie;51.1167;19.4667
Bartodzieje Bankowe;Kujawsko-Pomorskie;51.1000;19.4833
Bartodzieje Dwór;Kujawsko-Pomorskie;51.0833;19.4500
Bartodzieje Małe;Kujawsko-Pomorskie;53.1167;18.0500
Bartodzieje Podleśne;Kujawsko-Pomorskie;51.1167;19.4667
Bartodzieje Wielkie;Kujawsko-Pomorskie;53.1333;18.0500
Bartodzieje Włościańskie;Kujawsko-Pomorskie;51.1000;19.4500
Bartolino;Zachodniopomorskie;54.2667;16.5000
Bartołdy;Mazowieckie;52.9667;20.8500
Bartołty Małe;Warmińsko-Mazurskie;53.8000;20.8667
Bartołty Wielkie;Warmińsko-Mazurskie;53.8000;20.8167
Bartosze;Podlaskie;53.8333;22.2667
Bartoszewice;Wielkopolskie;51.6833;17.1167
Bartoszki;Warmińsko-Mazurskie;53.3833;20.5000
Bartoszkowo;Wielkopolskie;53.3333;16.9167
Bartoszowa;Dolnośląskie;50.8833;16.9833
Bartoszowice;Dolnośląskie;51.1000;17.1167
Bartoszowiny;Świętokrzyskie;50.8333;21.0333
Bartoszówka;Kujawsko-Pomorskie;51.9750;20.6651
Bartoszówka;Kujawsko-Pomorskie;51.6333;20.3333
Bartoszyce;Warmińsko-Mazurskie;54.2558;20.8114
Bartoszycha;Lubelskie;51.3500;23.3500
Bartoszylas;Pomorskie;53.9833;18.1167
Bartultovice;Warmińsko-Mazurskie;50.2667;17.5833
Baruchowo;Kujawsko-Pomorskie;52.4833;19.2500
Barwałd;Śląskie;49.8667;19.6000
Barwałd Dolny;Śląskie;49.8667;19.5667
Barwałd Górny;Śląskie;49.8667;19.6333
Barwałd Średni;Śląskie;49.8667;19.6000
Barwice;Zachodniopomorskie;53.7333;16.3500
Barwik;Pomorskie;54.4167;18.1833
Barwiki;Podlaskie;53.3833;22.4333
Barwinek;Świętokrzyskie;50.8500;20.6167
Barwinek;Podkarpackie;49.4333;21.7000
Barwinek;Śląskie;50.1667;18.6333
Barwino;Pomorskie;54.2833;16.9000
Barwiny;Warmińsko-Mazurskie;53.7000;20.3500
Barycz;Mazowieckie;51.3333;21.6500
Barycz;Mazowieckie;51.2333;20.4167
Barycz;Małopolskie;49.9833;20.0167
Barycz;Podkarpackie;49.9000;22.9000
Barycz;Podkarpackie;49.8167;22.0333
Barycz;Kujawsko-Pomorskie;51.6000;19.2167
Barycz;Śląskie;50.9333;19.7833
Barycz Nowa;Mazowieckie;51.3167;21.6500
Barycz Stara;Mazowieckie;51.3167;21.6667
Baryczka;Mazowieckie;51.3333;21.8333
Baryczka;Podkarpackie;49.8833;21.9167
Barzkowice;Zachodniopomorskie;53.3333;15.2667
Barzowice;Zachodniopomorskie;54.4833;16.5167
Barzykowo;Podlaskie;53.4167;22.1500
Basakówka;Podkarpackie;50.1333;22.2500
Basinów;Mazowieckie;52.5333;21.5500
Basinów;Mazowieckie;51.7000;21.3667
Basonia;Lubelskie;51.0167;21.8333
Baszewice;Zachodniopomorskie;53.8500;15.2000
Baszki;Lubelskie;51.3167;22.6167
Baszków;Wielkopolskie;51.6833;17.2833
Baszków;Kujawsko-Pomorskie;51.6667;18.6500
Basznia Dolna;Podkarpackie;50.1833;23.2333
Basznia Górna;Podkarpackie;50.1667;23.2500
Baszowice;Świętokrzyskie;50.8667;21.0667
Batkowo;Kujawsko-Pomorskie;52.7667;18.2167
Batorowo;Wielkopolskie;52.4167;16.7167
Batorów;Dolnośląskie;50.4333;16.4333
Batorów;Dolnośląskie;50.3000;16.4833
Batorz;Podkarpackie;50.8500;22.4833
Batowice;Małopolskie;50.1167;20.0333
Batycze;Podkarpackie;49.8667;22.7500
Batyń;Zachodniopomorskie;53.8667;15.8833
Bazanów nowy;Lubelskie;51.6333;22.0333
Bazanów Stary;Lubelskie;51.6000;22.0167
Bazylia;Kujawsko-Pomorskie;51.8667;19.3833
Bazylów;Podkarpackie;49.4333;22.4833
Bażanowice;Śląskie;49.7333;18.7167
Bażanów;Dolnośląskie;50.9333;16.5000
Bażanówka;Podkarpackie;49.6167;22.0667
Bażany;Opolskie;50.8500;18.1833
Bażów;Podkarpackie;50.6000;21.4500
Bażyny;Warmińsko-Mazurskie;54.1333;20.0500
Bąbla;Podlaskie;53.3667;23.1500
Bąblinek;Wielkopolskie;52.6833;16.7000
Bąbliniec;Wielkopolskie;52.7000;16.7333
Bącka Huta;Pomorskie;54.3833;17.9500
Bącz;Pomorskie;54.3833;18.0167
Bącza;Małopolskie;49.5500;20.7500
Bączal Dolny;Podkarpackie;49.7833;21.3500
Bączal Górny;Podkarpackie;49.7833;21.3667
Bączałka;Małopolskie;49.9167;21.4833
Bączek;Pomorskie;54.0333;18.4667
Bączki;Podlaskie;53.4000;21.7333
Bączki;Mazowieckie;51.7833;21.4667
Bączylas;Wielkopolskie;51.7833;16.9000
Bądecz;Wielkopolskie;53.2167;17.0833
Bądki;Warmińsko-Mazurskie;53.8667;19.6500
Bądki;Warmińsko-Mazurskie;53.6833;18.9667
Bądkowo;Mazowieckie;52.7500;20.6333
Bądkowo;Kujawsko-Pomorskie;52.7167;18.7667
Bądkowo;Mazowieckie;52.6667;19.4833
Bądkowo Jeziorne;Mazowieckie;52.6833;19.4500
Bądkowo Kościelne;Mazowieckie;52.6667;19.5000
Bądków;Mazowieckie;51.7500;20.8500
Bądków;Wielkopolskie;51.9667;18.6500
Bądków;Kujawsko-Pomorskie;51.9500;19.4333
Bądle;Warmińsko-Mazurskie;54.2814;20.6233
Bądy;Warmińsko-Mazurskie;54.1333;19.7167
Bądzyn;Mazowieckie;53.1000;19.8500
Bądzyn;Kujawsko-Pomorskie;51.5833;19.4833
Bągart;Warmińsko-Mazurskie;53.9667;19.3667
Bąk;Pomorskie;53.9167;17.9667
Bąkowa;Mazowieckie;51.2167;21.4833
Bąkowa Góra;Kujawsko-Pomorskie;51.1500;19.8667
Bąkowice;Opolskie;50.9333;17.7000
Bąkowiec;Mazowieckie;51.5000;21.7000
Bąkowiec;Świętokrzyskie;50.5833;20.0667
Bąkowo;Pomorskie;54.3000;18.5333
Bąkowo;Wielkopolskie;53.1167;17.2500
Bąkowo dolne;Wielkopolskie;53.1167;17.2500
Bąkowo Górne;Wielkopolskie;53.1167;17.2500
Bąkowski Młyn;Kujawsko-Pomorskie;53.5833;18.5833
Bąków;Mazowieckie;51.4667;20.6667
Bąków;Mazowieckie;51.3000;20.9500
Bąków;Podkarpackie;50.6167;22.1000
Bąków;Opolskie;50.9667;18.3167
Bąków;Opolskie;50.7667;17.2833
Bąków;Śląskie;49.9167;18.7500
Bąków Dolny;Kujawsko-Pomorskie;52.1500;19.7333
Bąków Górny;Kujawsko-Pomorskie;52.1500;19.7333
Bąków Poduchowny;Kujawsko-Pomorskie;52.1500;19.7167
Bebelno;Świętokrzyskie;50.7667;19.9833
Bebło;Małopolskie;50.1833;19.8000
Becejły;Podlaskie;54.2833;23.0500
Bechcice;Kujawsko-Pomorskie;51.7500;19.2667
Bechy;Małopolskie;52.4167;15.3000
Beczków Górki;Świętokrzyskie;50.9000;20.8333
Beczków Zaskale;Świętokrzyskie;50.8833;20.8167
Bećkowo;Podlaskie;53.6167;22.3167
Bedlenko;Świętokrzyskie;51.2000;20.3167
Bedlno;Lubelskie;51.8167;22.5500
Bedlno;Świętokrzyskie;51.2167;20.2833
Bedlno;Mazowieckie;52.1833;19.5833
Bednarka;Podkarpackie;49.6333;21.3333
Bednary;Kujawsko-Pomorskie;52.1167;20.0667
Bednary;Mazowieckie;52.0222;20.3930
Bednary;Wielkopolskie;52.5167;17.2167
Bednarze;Mazowieckie;52.4667;21.7667
Bednarze;Kujawsko-Pomorskie;51.3167;19.0667
Bednarzówka;Lubelskie;51.6167;23.0500
Bednarże;Śląskie;49.5833;19.1667
Bedoń;Kujawsko-Pomorskie;51.7500;19.6500
Bedoń Nowy;Kujawsko-Pomorskie;51.7333;19.6500
Bedoń Stary;Kujawsko-Pomorskie;51.7333;19.6500
Bedziechowo;Pomorskie;54.5833;17.2833
Begno;Mazowieckie;52.7500;20.8333
Beidechów;Małopolskie;49.8167;20.9500
Bejdy;Mazowieckie;52.1667;22.6000
Bejsce;Świętokrzyskie;50.2500;20.6167
Beka;Pomorskie;54.6500;18.5000
Bekiesza;Lubelskie;51.3000;23.2167
Beksza;Śląskie;50.2000;18.7333
Beksznica;Śląskie;49.9667;18.3500
Beleń;Kujawsko-Pomorskie;51.5667;18.8500
Belęcin;Lubuskie;52.2000;16.0000
Belęcin Nowy;Wielkopolskie;51.9000;16.8667
Belęcin Stary;Wielkopolskie;51.8833;16.8500
Belno;Świętokrzyskie;50.9833;20.7167
Belno;Świętokrzyskie;50.8167;20.9333
Belno;Kujawsko-Pomorskie;53.4667;18.4333
Belny;Wielkopolskie;52.4167;18.5833
Belsk Duży;Mazowieckie;51.8333;20.8167
Belsk Mały;Mazowieckie;51.8500;20.8167
Bełchatów;Kujawsko-Pomorskie;51.3667;19.3833
Bełchatówek;Kujawsko-Pomorskie;51.3833;19.3667
Bełchów;Mazowieckie;52.0195;20.0452
Bełchówka;Podkarpackie;49.4833;22.1000
Bełcząc;Podlaskie;53.6000;22.0833
Bełcząc;Lubelskie;51.6667;22.5833
Bełcze;Lubuskie;51.9833;15.8333
Bełczyna;Dolnośląskie;51.0333;15.7333
Bełda;Podlaskie;53.6833;22.6167
Bełdno;Małopolskie;49.8167;20.4000
Bełdów;Kujawsko-Pomorskie;51.8333;19.2000
Bełdówek;Kujawsko-Pomorskie;51.8167;19.2000
Bełdówka;Kujawsko-Pomorskie;51.7833;19.8667
Bełk;Świętokrzyskie;50.5500;20.4167
Bełk;Mazowieckie;53.2500;19.8833
Bełk;Śląskie;50.1333;18.7167
Bełszewo;Kujawsko-Pomorskie;52.6333;18.7000
Bełszewo Nowe;Kujawsko-Pomorskie;52.6500;18.7000
Bełsznica;Śląskie;49.9833;18.3667
Bełtno;Zachodniopomorskie;53.7833;15.6333
Bełwin;Podkarpackie;49.8333;22.6833
Bełzatka;Kujawsko-Pomorskie;51.4000;19.6333
Bełzcna;Zachodniopomorskie;53.7000;15.5833
Bełzów;Świętokrzyskie;50.2667;20.4333
Bełżec;Lubelskie;50.3845;23.4382
Bełżyce;Lubelskie;51.1833;22.2833
Bemowizna;Warmińsko-Mazurskie;54.3333;19.8500
Bemowo;Mazowieckie;52.2390;20.9108
Bemowo Piskie;Podlaskie;53.7333;22.0500
Benczyn;Śląskie;49.9333;19.6667
Bendorzyn;Mazowieckie;52.7167;19.5833
Benenard;Kujawsko-Pomorskie;52.0264;20.4330
Beniaminów;Mazowieckie;52.4500;21.1000
Benice;Zachodniopomorskie;53.8833;14.9000
Benice;Wielkopolskie;51.7500;17.3833
Benignowo;Wielkopolskie;52.3000;18.0667
Beniowa;Podkarpackie;49.0500;22.8833
Benowo;Warmińsko-Mazurskie;53.9000;18.9333
Berdechów;Podkarpackie;50.6667;21.9333
Berdechów;Podkarpackie;50.3167;21.4333
Berdechów;Małopolskie;49.7500;21.0000
Berdechów;Małopolskie;49.7167;20.9333
Berdechów;Małopolskie;49.6667;21.0000
Bereh;Podkarpackie;49.2000;22.4333
Berehy Dolne;Podkarpackie;49.4333;22.6333
Berehy Górne;Podkarpackie;49.1500;22.5667
Berejów;Lubelskie;51.5167;22.7500
Beresie Duże;Kujawsko-Pomorskie;51.2500;18.9167
Beresie Małe;Kujawsko-Pomorskie;51.2500;18.9500
Bereska;Podkarpackie;49.4000;22.3833
Bereska;Śląskie;50.1500;19.4333
Berest;Małopolskie;49.5167;20.9833
Bereść;Lubelskie;50.8000;23.6167
Bereza;Lubelskie;51.9500;22.7833
Berezka;Podkarpackie;49.5833;22.4000
Berezniki;Podlaskie;54.2500;23.3167
Berezów;Świętokrzyskie;51.0333;20.8500
Berezówka;Lubelskie;52.1000;23.4500
Bereźnica;Lubelskie;50.9167;24.0000
Bereżki;Podkarpackie;49.1333;22.6833
Bereżnica Niżna;Podkarpackie;49.4167;22.4167
Bereżnica Wyżna;Podkarpackie;49.3500;22.3667
Bereżyszcze;Podlaskie;52.4833;23.3000
Berkanowo;Zachodniopomorskie;53.8167;15.5667
Berlinka;Świętokrzyskie;50.9833;20.5167
Bernacice;Opolskie;50.1667;17.8667
Bernadówka;Pomorskie;54.2833;18.2000
Bernadzki Most;Podlaskie;52.8500;23.6833
Bernardowo;Kujawsko-Pomorskie;52.9667;18.9667
Bernardów;Kujawsko-Pomorskie;51.3333;19.4500
Bernów;Mazowieckie;51.3167;20.4333
Bertolin;Kujawsko-Pomorskie;51.8667;19.6333
Bertowo;Kujawsko-Pomorskie;52.8000;18.9000
Berwicha;Podlaskie;53.5667;23.4167
Berżniki;Podlaskie;54.0833;23.4667
Besiekiery;Wielkopolskie;52.1500;18.9667
Besk Nowy;Wielkopolskie;52.1167;19.0500
Besk Stary;Wielkopolskie;52.1167;19.0500
Besko;Podkarpackie;49.5833;21.9500
Besów;Małopolskie;50.0833;20.4667
Bestwin;Wielkopolskie;51.6667;17.2833
Bestwina;Śląskie;49.9000;19.0667
Bestwinka;Śląskie;49.9000;19.0667
Bestwiny;Mazowieckie;52.0667;21.6000
Beszowa;Podkarpackie;50.4167;21.1167
Beszyce;Podkarpackie;50.6000;21.5167
Beszyce Dolne;Podkarpackie;50.5833;21.5167
Beszyce Górne;Podkarpackie;50.6000;21.5167
Beszyno;Mazowieckie;52.5667;20.3000
Beszyno Michałowo;Mazowieckie;52.5667;20.3000
Beśnica;Mazowieckie;53.1500;19.7000
Betkowo;Wielkopolskie;52.1000;16.7167
Bezek;Lubelskie;51.2000;23.2667
Bezki;Lubuskie;51.9167;14.7500
Bezledy;Warmińsko-Mazurskie;54.3225;20.7281
Bezławki;Warmińsko-Mazurskie;54.0333;21.2833
Bezmichowa Dolna;Podkarpackie;49.5167;22.3833
Bezmichowa Górna;Podkarpackie;49.5167;22.4000
Beznatka;Opolskie;50.8167;18.2000
Beznazwa;Wielkopolskie;52.1500;18.4167
Bezwola;Lubelskie;51.7667;22.8000
Beźnik;Mazowieckie;51.4333;20.7167
Bębnikat;Wielkopolskie;52.7167;16.7833
Bębnowo;Mazowieckie;52.9167;20.1000
Bębnów;Kujawsko-Pomorskie;51.2500;20.4167
Bębnów;Kujawsko-Pomorskie;51.3167;18.7833
Bęczarka;Małopolskie;49.8833;19.8667
Bęczkowice;Kujawsko-Pomorskie;51.2000;19.7167
Bęczkowice Poduchowne;Kujawsko-Pomorskie;51.1833;19.7333
Bęczków;Świętokrzyskie;50.8667;20.8000
Bęczków Niwy;Świętokrzyskie;50.8667;20.8167
Bęczków Stara Wieś;Świętokrzyskie;50.8833;20.8167
Bęczyn;Lubelskie;50.9833;22.1333
Będargowo;Pomorskie;54.4333;18.1333
Będargowo;Zachodniopomorskie;53.3833;14.4333
Będargowo;Zachodniopomorskie;53.0167;15.3667
Będkowice;Dolnośląskie;50.8667;16.7500
Będkowice;Małopolskie;50.1667;19.7500
Będków;Kujawsko-Pomorskie;51.5833;19.7500
Będków;Kujawsko-Pomorskie;51.4667;18.7500
Będlewo;Wielkopolskie;52.2333;16.7333
Będlino;Zachodniopomorskie;53.4333;16.1667
Będomin;Pomorskie;54.1333;18.1333
Będominek;Pomorskie;54.1333;18.1000
Będów;Lubuskie;52.0667;15.3000
Będusz;Śląskie;50.5500;19.3000
Będzelin;Kujawsko-Pomorskie;51.7167;19.8167
Będziaki;Świętokrzyskie;50.3167;20.5833
Będziechów;Wielkopolskie;51.8833;18.4500
Będziemyśl;Podkarpackie;50.0500;21.7833
Będzienica;Podkarpackie;50.0000;21.7833
Będzieszewo;Podlaskie;54.3167;22.6333
Będzieszyn;Wielkopolskie;51.7333;17.8500
Będzieszyna;Małopolskie;49.8167;20.6500
Będzin;Śląskie;50.3237;19.1323
Będzino;Zachodniopomorskie;54.2167;15.9833
Będzymin;Mazowieckie;53.0667;19.8333
Będzyn;Kujawsko-Pomorskie;51.1667;19.9000
